Date,Result,Top1,Top2,Top3,Top4,Top5,Top6,Top7,Top8,Top9,Top10,Top11,Top12,Top13,Top14,Top15,Top16,Top17,Top18,Top19,Top20,Top21,Top22,Top23,Top24,Top25
2020-04-16,1,"Brazilian President Bolsonaro Fires Health Minister Who Refused To Downplay Pandemic | “Brazil is the only country in the world where the Minister of Health will fall for having decided to fight the Coronavirus,” a leftist politician said.",Ireland quadruples contribution to WHO,"After banning Animal Crossing, China to begin censoring online gaming by isolating Chinese players from world and requiring real-name logins",Supermarket manager's blunt reply to toilet paper hoarder wanting refund: The manager ripped into a stockpiler who tried to get a refund on almost 5000 rolls of toilet paper he couldn’t sell online.,"Amazon has suspended 6,000 seller accounts globally for coronavirus price gouging","'I will not do a Trump': Chief Minister of N.T. in Australia cancels Territory Day, defies calls to relax restrictions",British Telecom boss reveals 39 engineers attacked and 33 masts damaged over 5G coronavirus conspiracy theories,"Japan losing patience with government over COVID-19 response: Prime Minister Abe has been accused by critics of prioritizing the economy and the Olympic Games over the well-being of the Japanese public. As his approval rating falls, the number of COVID-19 cases are increasing",Taiwan invents 1-hour coronavirus test kit with 90% accuracy,Vatican censors video of Pope Francis joking Scotch is ‘the real holy water’,Canadian border restrictions with U.S. will remain for a long time: Trudeau,France says Trump has agreed to a global ceasefire during the coronavirus pandemic and Putin will sign up as well,Facebook to tell millions of users they’ve seen ‘fake news’ about COVID-19,Israeli police raided a coronavirus testing clinic in the East Jerusalem Palestinian neighborhood of Silwan and arrested its organizers on Tuesday night because the clinic was operated in collaboration with the Palestinian Authority,Gates Foundation to give $150 million more to combat COVID-19 globally,Alarms ring as Greenland ice loss causes 40% of 2019 sea level rise,Former North Korean ambassador to the UK who defected in 2016 has won a seat in the South Korean National Assembly - marking the first time a defector has been chosen directly by South Korean voters as their representative.,"Britain cannot go back to 'business as usual' with China after end of coronavirus, Foreign Secretary Raab warns","The Japanese government has decided on a cash handout of 100,000 yen ($930) for every citizen, regardless of income, to lessen the economic blow from the new coronavirus.",China may have conducted low-level nuclear test blasts,China has been warned by the UK that it cannot return to 'business as usual' with the world after the coronavirus pandemic,"Drew Pavlou, student who criticizes the Communist Party of China, faces school disciplinary hearings",Angela Merkel draws on science background in Covid-19 explainer - German chancellor excels in describing epidemiological basis of lockdown exit strategy,"UK Public want radical response to climate change with same urgency as coronavirus, poll finds - Environmentalists say politicians have not yet caught up with fast changing public opinion",The U.S. Has Deported Many COVID-19-Positive Migrants To Guatemala
2020-04-17,0,"Only 9% of Britons want life to return to 'normal' once lockdown is over - People have noticed significant changes during the lockdown, including cleaner air, more wildlife and stronger communities.","‘Things happened that we don’t know about’: Emmanuel Macron becomes latest world leader to question China over coronavirus - ‘Given what China is today, let’s not be so naive as to say it’s been much better at handling this’",A 16-year-old Iranian chess prodigy has upended the chess world by beating World Chess Champion Magnus Carlsen in the final of the Banter Blitz Cup,"Brazil expects 110,000 dead due to coronavirus in the state of São Paulo alone.","US alerted Israel, NATO to disease outbreak in China in November — report",New Zealand reports only 8 new COVID 19 cases after 3 weeks of lockdown.,"Melting glaciers reveal lost mountain pass and artifacts used by Vikings circa 300-1000CE | Some of the most remarkable items include blue textile rags, a Viking mitten, shoes and a complete Roman Iron Age tunic.",Brazil: Judge Bans Missionaries From Indigenous Reserve Over Covid-19 Fears,"Germany's Angela Merkel backs WHO after Donald Trump cuts funding - The German chancellor has expressed her full support for the UN health agency, saying a ""strong international response"" is the only way to end the pandemic.",Coronavirus corpses lie beside patients fighting the disease in footage from Brazilian hospital,Lula: Bolsonaro leading Brazil 'to slaughterhouse' over Covid-19 - Former president brands current leader a ‘troglodyte’ who should be removed from office,WhatsApp leak exposes Russia link to Dutch far right,"Covid-19 patients who are getting an experimental drug called remdesivir have been recovering quickly, with most going home in days","Researchers say one of the world's rarest owl species has a chance at survival after a breakthrough discovery on a remote Australian island. For the first time in almost a decade, a pair of Norfolk Island morepork owl chicks have been located.",$3 million and an official apology: Brazil’s indigenous Ashaninka people get unprecedented compensation for deforestation on their land,"Wuhan coronavirus death toll revised to 3,869 - 50% increase on previous figure",Spain to pay basic monthly income to help the poor withstand impact of coronavirus,"Shinzo Abe says there are issues with WHO, and Japan will review its funding after the pandemic","No ‘business as usual’ with China after pandemic, Britain says",NHS doctors 'told they don't need to list coronavirus on death certificates',North Korean leader absence from anniversary event fuels speculation over health,20 London bus drivers died after catching the coronavirus so the city has made bus travel free and told passengers to only board by the middle doors,Britain warned to prepare for up to six waves of COVID-19 in next year,"Deep sea expedition near Australia uncovers 30 new species, plus longest-known animal","China Has Disrupted Water Flows Causing Drought Conditions In South East Asian Countries, Study Says"
2020-04-20,1,Poland and Denmark exclude tax haven companies from coronavirus relief schemes,"Trump is scapegoating the WHO - but failed to confirm a U.S. representative for 3 years: Experts say that left the U.S. without a senior voice in the global health body, surrendering influence to China as it worked to cover up the extent of the COVID-19 epidemic in Wuhan","Oil crashes below zero, hitting almost -$40 per barrel","With fishing fleets tied up due to global pandemic, marine life has the biggest chance to recovery since WW2 | The Japan Times",Amazon Tribes Say Christian Missionaries Threaten 'Genocide' During Pandemic,Brazil’s Bolsonaro Coughs into Crowd at Anti-Quarantine Rally,"Thousands rally in Tel Aviv, 2 meters apart, accusing PM of destroying democracy: Addressing protest in Rabin Square and online, Lapid and Ya’alon rail against Netanyahu, and against former partner Gantz",Inventor of N95 masks comes out of retirement to work on making the reusable,Some anti-vaxxers are changing their minds because of the coronavirus pandemic,US oil barrel price down to $0.01,"North pole 'to be ice free during summers before 2050', scientists say",Deserted Thai beaches lure rare turtles to build most nests in 20 years,Legislator proposes erasing ‘China’ from Taiwan’s passport cover,Private hospitals in Nigeria declare all patients Covid-19 positive until tested,German Chancellor Angela Merkel Demands Transparency From China On Coronavirus' Origin,"Oil has traded at negative prices for the first time in United States' history, with demand for energy collapsing amid the coronavirus pandemic.",Lions are enjoying the South Africa lockdown so much they're taking naps in the middle of road,"Astronauts return from months in space to Earth changed by pandemic — ""It's a little bit difficult to believe that we are truly going back to a different planet."" Jessica Meir spent 205 days in space. She said watching from space as billions of people on Earth dealt with the pandemic was ""surreal.""","Beijing’s 5-day crackdown on Hong Kong’s opposition during COVID-19: With world’s attention focused on the Coronavirus pandemic and protesters off the streets, Chinese and Hong Kong authorities stepped up their efforts to crack down on the pro-democracy movement in the semi-autonomous territory.",US and Russia blocking UN plans for a global ceasefire amid crisis,Japan offers sex workers financial aid during the coronavirus pandemic,China organ harvesting campaigners demand UN chief investigates appointment of Chinese diplomat to human rights role,Oil Prices Hit $15 For The First Time In 21 Years,"100,000 people gather for funeral in Bangladesh, defying coronavirus lockdown","Raw meat dog foods pose ‘international public health risk’ due to high levels of drug-resistant bacteria, scientists warn - Uncooked pet food could be source of pathogens dangerous to humans, research suggests"
2020-04-21,1,Denmark and Poland are refusing to bail out companies registered in offshore tax havens,Pakistan’s Honey Production Increases by 70% Thanks to Billion Tree Project,North Korea's Kim getting treatment after cardiovascular procedure: report,"A large canine has been captured by an automatic camera in Normandy, northern France. Authorities believe the animal is a European gray wolf. If their suspicions are correct, it would be the first wolf seen in this region of France for more than a century.",U.N. Secretary-General Says Climate Change Devastation Will Be 'Many Times Greater' Than Coronavirus Pandemic,'Nothing Hidden from USA': WHO Says Has Been Warning about Dangers of Coronavirus from Day 1,Dutch court approves euthanasia in cases of advanced dementia.,Preliminary research finds hydroxychloroquine doesn’t help COVID-19 patients,"Mexican president tells gangs to stop donating food, end crime instead","China sees return of coronavirus cases in northwest, warns against overseas travel","Coronavirus Has Mutated Into More Than 30 Strains, Say Scientists In China.",Trudeau: Canadian planes sent to China to pick up medical supplies returned empty,"Germany’s solar panels produced record amounts of electricity, exacerbating market forces that were already hammering profitability of country’s remaining coal plants. Gin-clear skies helped photovoltaic plants produce 32,227 megawatts on Monday, beating previous record.","Billionaire Branson Asks For Government Money To Save Virgin Atlantic, Claims He ‘Did Not Leave Britain For Tax Reasons’",23 people confirmed dead in N.S. mass shooting,"Free Press In China Could Have Prevented Coronavirus Pandemic, Says Watchdog",Vietnam goes fifth straight day without new Covid-19 patients,"Brazil's President Jair Bolsonaro: ""I am the Constitution""",Canadian Prime Minister on shooter: Do not give him the gift of infamy,"Worker dies, hundreds sick as Cargill temporarily closes meat-processing plant at centre of COVID-19 outbreak in Alberta, Canada",Lebanon becomes first Arab country to legalise cannabis for medical use; The United Nations Office on Drugs and Crime ranked Lebanon in 2018 as world's top five producers of cannabis,"China seeks 'new world media order' says watchdog, as Hong Kong plunges to 80th in press freedom index",Saudis launched oil price war after 'MBS shouting match with Putin',Germany Is Conducting Nationwide COVID-19 Antibody Testing,David Bowie Bassist Matthew Seligman Dead of Coronavirus at 64
2020-04-22,0,"A Chinese Citizen Journalist Who Filmed His Own Arrest In Wuhan Just Reappeared Online: Before his disappearance, Li posted videos from crematoriums, virology labs, and funeral homes inside the lockdown zone. Now he’s praising his captors who arrested, interrogated, and confined him for two months.",Australian Prime Minister is lobbying world leaders to build an international coalition to give the WHO— or another body — powers equivalent to those of a weapons inspector to avoid another catastrophic pandemic like COVID-19,"Pope Francis: Humans Have Sinned Against The Earth By Exploiting Its Resources. On Earth Day during the coronavirus pandemic, the pope reminded his flock that humanity has no future if the environment is destroyed.","Right-Wing Responsible For Pushing Coronavirus Disinformation On Twitter Worldwide, New Report Says",Trump orders US to 'shoot down and destroy' Iranian boats 'harassing' US warships,"Coca-Cola and Pepsi are not doing enough to reduce their plastic waste footprint globally, according to a report. The charity Tearfund has compiled a league table of how the companies, and Unilever and Nestlé, are faring in their commitments set against a three-point plan.",‘World’s Loneliest Dolphin’ Honey Dies After Being Abandoned in a Japanese Aquarium Pool for Two Years,UN warns of 'biblical' famine due to Covid-19 pandemic,An Australian medical supply company charging $786 for a box of 20 face masks is accused of exploiting coronavirus crisis,A major ISIS figure whom everyone thought was killed in Syria turned out to be living in a seaside town in Spain: Intelligence officials are astonished that he was able to evade international border guards and re-enter the continent unchallenged.,"PM Trudeau announces $9B in new COVID-19 funding for students | The benefit will see eligible postsecondary students receive $1,250 a month from May to August, and if you are taking care of someone else or have a disability, that amount increases to $1,750 monthly.",Neo-Nazis Are Spreading a List of Emails and Passwords for Gates Foundation and WHO Employees,German shoppers not rushing back as stores reopen,Cuba denounces US blockade for hindering foreign COVID-19 aid,Putin's problems mount as coronavirus hits Russian economy,German environmental activists are calling on the federal government to move faster with legislation protecting insects from extinction and banning the pesticide glyphosate,UN Urges Us To Fight Climate Change Like Coronavirus,Trump Organisation 'seeking UK and Irish financial aid' to cope with virus impact,"Pandemic will drive biggest drop in CO2 emissions since WW II, World Meteorological Organization says | ""We estimate that there is going to be a six per cent drop in carbon emissions this year because of the lack of emissions from transportation and industrial energy production.""",A coronavirus vaccine probably won't be ready before the end of 2021,"'As world thanks medics, HK police abuse them'",Swedes axe last China-backed Confucius school scheme as relations sour,Italy Finally Sees Its 1st Drop In Active Coronavirus Cases,New: The CDC director warns the second wave of the coronavirus could be much worse than the current one.,Japan preps first subsidy to company moving production out of China
2020-04-23,1,"5 straight days of no new cases of COVID-19 in Newfoundland, Canada",Sweden exits coal two years early - the third European country to have waved goodbye to coal for power generation. Another 11 European states have made plans to follow suit over the next decade.,UK government urged to ban import of Chinese cotton 'made using Uighur forced labour',China lashes out at Canada for expressing concern over Hong Kong arrests,"Google says all advertisers will soon have to verify their identities in an effort to curb spam, scams, and price gouging across the web",Merkel says we are still at the start of the coronavirus pandemic,'I was waiting for them to come': Democracy leader says China using pandemic to arrest Hong Kong protesters. ‘Countries are now busy fighting viruses. What better time could they have picked?’ Martin Lee says,Western Australian Police gave billionaire Kerry Stokes and his wife an exemption from mandatory hotel quarantine after they returned from the US on their private jet. The exemption meant they could return home amidst Government stance on strict quarantine rules for all Australians,Lockdowns imposed to halt the spread of coronavirus have resulted in unprecedented reductions in deadly air pollution by up to 60% around the world,Trudeau refuses calls to exclude tax haven companies from COVID-19 bailout,New Zealanders overwhelmingly back Ardern government on Covid-19 - 87% to 8%,"Doctors Are Begging Pakistan to Close Mosques or Risk a Coronavirus Catastrophe; Doctors say it was a huge mistake to bow to religious clerics, who demanded an end to government restrictions right before Ramadan","China coronavirus cases might have been four times official figure, says study",The ruling Democratic Party of Korea on Thursday vowed to raise the age of consent to 16 from 13 in its fight against child sexual abuse. The move comes a week after the Ministry of Justice said a 13-year-old is not mature enough to consent to sexual acts and that the age should be raised to 16.,Chinese counterfeits of 'Made in Taiwan' masks sprout up in Japan,"Insect numbers down 25% since 1990, global study finds",Top US vaccine scientist ousted after refusing to tout chloroquine,"Britain agreed to let Anne Sacoolas, the driver charged with killing 19-year-old motorcyclist Harry Dunn, return to the US on the basis of an “apparently illogical” interpretation of the law on diplomatic immunity, according to the most senior civil servant at the Foreign Office.","Covid-1 To Covid-18 - “Remember this is coronavirus Covid-19, that means there’s been eighteen other coronaviruses and I don’t think they’ve successfully found a vaccine for any.” Irish Minister for Health Simon Harris, today","Canada says one million face masks from China failed to meet proper standards, won’t be sent to provinces","Covid-19 causes sudden strokes in young adults, doctors say",China to pump extra $47 million into WHO after US freezes funding,"COVID-19 began spreading in the US in January, mistaken for flu: Health official",Two Canadians jailed in China mark 500 days in confinement,Director of key federal vaccine agency says his departure was retaliation
2020-04-24,1,Newly revealed financial records show Trump owes millions to state-owned bank in China: report,Bleach manufacturers have warned people not to inject themselves with disinfectant after Trump wrongly suggested it may cure the coronavirus,"Osaka's mayor in Japan under fire for suggesting men should do grocery shopping because women are too indecisive and ""take a long time"" amid COVID-19 outbreak",Only a drunkard would accept these terms: Tanzania President cancels 'killer Chinese loan' worth $10 b,Australia's Chief Medical Officer advises against injecting disinfectant to treat coronavirus,"Justin Trudeau confirms China blocking consular visits to the two detained Canadians, who have been held for 500 days",‘Under no circumstances administer into human body’: Dettol tells people not to follow Trump’s ‘dangerous’ recommendation | Household brands Dettol and Lysol denounce Donald Trump’s comments on disinfectant treatment with statement,Medical experts denounce Trump's latest 'dangerous' suggestion to treat Covid-19,Largest-ever hole in the ozone layer above Arctic finally closes,Brazil justice minister to quit after Bolsonaro fires top cop,A North Korean defector shot by a Chinese border guard has tested positive for COVID-19. The man was trying to cross the Tumen River into China when he was shot and wounded by the border guard.,'World's loneliest dolphin' dies after two years living in abandoned Japanese aquarium,Gothenburg axes twin city agreement with Shanghai as Sweden closes all Confucius Institutes,"Chinese writer Fang Fang faces backlash and death threats for 'Wuhan Diary'. Her journal drew tens of millions of readers - but now that it is about to be published abroad in several languages, she is facing a nationalist backlash at home.",Armenians mark 105th anniversary of 1915 Armenian Genocide,Trump suggests 'injection' of disinfectant to beat coronavirus and 'clean' the lungs,"New Zealand Prime Minister Jacinda Ardern rejects plan to offer 2,000 visas to the super rich if individuals invest $50 million into the country","Chinese trolls have been harassing news outlets like the BBC and The Wall Street Journal, stoking tensions for Taiwan and helping Iranian trolls spread misinformation about California leaving the US, according to a new report.",Koalas treated at the world's only all-koala hospital are finally being released back into the wild after the Australian Bushfires,Cartels are going broke as the coronavirus snarls the drug trade. One reason? Most fentanyl originates in Wuhan,Revealed: leader of group peddling bleach as coronavirus 'cure' wrote to Trump this week,Trump asks UK and Ireland to bail out luxury golf resorts with plan to furlough bartenders and bagpipers,"Millions of animals are bred for research and experimentation every year in Germany and then killed without being utilized, according to a new government report. Federal Ministry of Agriculture estimated that 3.9 million animals died in this way in Germany in 2017, and 12.6 million across entire EU.","Donald Trump Lashes Out As He Calls For Testing Injections Of UV Rays, Disinfectants To Kill Coronavirus","70+ Groups Demand Trump Immediately End US Sanctions Against Iran, Venezuela, Cuba, and Others During Covid-19 Crisis: ""In a context of global pandemic, impeding medical efforts in one country heightens the risk for all of us."""
2020-04-27,0,"Nurses have quit en masse from Russia’s top coronavirus hospital in Moscow over poor working conditions and low wages. They reportedly quit because they were denied clean protective gear, food and adequate accommodations, and were not paid bonuses promised by President Vladimir Putin.",Coronavirus: Boris Johnson says easing lockdown would 'throw away effort and sacrifice of British people'.,A report has found right-wing groups have been primarily responsible for spreading online disinformation about the coronavirus pandemic - spread nearly four times as much disinformation online as left-leaning voices.,Belgians urged to eat frites twice a week to deplete coronavirus potato mountain,"Coronavirus fears prompt new fines - People who deliberately spit, sneeze or cough on frontline workers will be fined up to $13,000 in Queensland Australia",Chinese internet users who uploaded coronavirus memories to GitHub have been arrested,These Uighur Journalists Are Investigating the Fate of 1 Million Muslims in China: Some of the most crucial reporting on Uighur Muslims in Xinjiang comes from the U.S. government-funded Radio Free Asia channel.,"Clergy criticise tax-haven firms seeking coronavirus cash - Senior members of the clergy including Rowan Williams, the former archbishop of Canterbury, have said the UK government should refuse to provide coronavirus bailouts to any companies registered in offshore tax havens.",Silence is golden for whales as lockdown reduces ocean noise,Italian woman tests positive for COVID-19 after 60 days of quarantine and swabbing,"Releasing bison, reindeer and horses into the Arctic would slow warming, say scientists. A computerised simulation of conditions at the polar region found that with enough wildlife, 80 per cent of the world’s permafrost soils could be saved, preventing a vicious circle of environmental catastrophe.",Meteorologists say 2020 on course to be hottest year since records began,Anti-gambling advocates say the coronavirus lockdown has been a relief for poker machine addicts,Ambassador warns that China will stop students and tourists from visiting Australia over independent inquiry into the coronavirus pandemic,San Juan Puerto Rico Mayor: No one in PR has Recieved COVID 19 Stimulus despite just coming out of earth quakes and right into Coronavirus,Foreign Minister Marise Payne has slapped down a threat from Beijing that Australia's call for a global independent review into the coronavirus pandemic would result in a Chinese consumer boycott,"Halt destruction of nature or suffer even worse pandemics, say world’s top scientists","Doctors in London notice a rare coronavirus-related inflammatory syndrome in young children, leading to serious toxic-shock symptoms","Bellingcat published a major investigation into a key figure into the MH17 downing, identifying him as an FSB officer. His name: Colonel Igor Anatolyevich Egorov.",Taiwan confirms no new COVID-19 cases for 5th time in April,"Poland Criminalizes Teaching Gay Propaganda, Sex Education To Children Under Fifteen...Teachers Face 5 Years In Prison - Tsarizm","UK NHS warns of rise in children with new illness with stomach pain and inflamed heart, that may be linked to coronavirus",‘Corona divorce’ trends in Japan as couples grow fed up with each other,Bangladesh cleric tests positive for coronavirus after leading Ramadan prayers,Uproar in France over ‘mass surveillance’ coronavirus app - Over 140 French cybersecurity and privacy experts signed a public warning about the potential risks of 'StopCovid'
2020-04-28,1,"China threatens product,export boycotts if Australia launches investigation of Beijing's handling of coronavirus",Russians’ Trust in Putin Hits 14-Year Low – State Poll,"Pandemics will become worse and more frequent unless we stop exploiting Earth and animals, top scientists warn",Prague mayor in protection after alleged assassin poison plot: The mayor of Prague confirmed he is under police protection a day after a Czech investigative magazine reported a Russian assassin had entered the country allegedly planning to kill him with poison.,"Lithuania’s capital, Vilnius, has announced plans to turn the city into a vast open-air cafe by giving over much of its public space to hard-hit bar and restaurant owners so they can put their tables outdoors and still observe physical distancing rules.",Coronavirus: Monkeys given Oxford vaccine did not catch COVID-19,"Sweden has closed the country’s last coal-fired power station two years ahead of schedule. It becomes the third European country to exit coal completely after Belgium closed its last coal power station in 2016, and Austria ended its final coal-fired energy operations earlier this month.",German doctors pose naked in protest at PPE shortages. Group says nudity is ‘a symbol of how vulnerable we are without protection’,"Iceland won't be killing any whales this year: one company will stop altogether, while the largest whaling company in the country has halted its operations for the 2nd year in a row","Australia asks China to explain 'economic coercion' threat in coronavirus row; Australia has asked the Chinese ambassador to explain his ""threats of economic coercion"" in response to Canberra's push for an international inquiry into the source and spread of the coronavirus","A coronavirus-themed game has been blocked on Steam in China because of its politically motivated content: In order to win Coronavirus Attack, players have to stop ""selfish zombies"" from escaping a country infected with the virus.","Waiting for life to return to pre-pandemic normal? 'It won't,' PM Trudeau says | ""If we want life to get back to the way it was exactly before, it won't. There will be differences, even a few years from now, that we will have learned from dealing with this.""",Australia called 'gum stuck to China's shoe' by state media in coronavirus investigation stoush,Germany and Britain said yesterday that efforts to revive the global economy in the wake of the coronavirus pandemic must ensure a ‘green recovery’ that helps the world tackle climate change.,"Germany’s coronavirus infection rate edges higher after lockdown measures eased, prompting concerns",Boris Johnson bans The Sunday Times from asking questions at U.K. daily coronavirus briefings in unprecedented move,Brazil edges toward becoming next big Coronavirus hotspot: Scientists belive 1 million people to be infected in the country.,US ‘supports Taiwan joining WHO events’ in ministerial phone call,Tokyo Olympics will be cancelled if pandemic not over by 2021,"Pregnant woman turned away from two hospitals in Guangzhou, China as they don't treat Africans; The video shows the nurse turning the couple away from the entrance without letting them see a doctors",Matt Hancock repeatedly refuses to accept PPE failures after being confronted by dead doctor's son,"Norwegian billionaire, Tom Hagen arrested for the murder of his wife.",US admits killing civilians during air attacks in Somalia,Trump Says U.S. Is Seeking Compensation From China Over COVID-19,"Chinese officials said there are no coronavirus patients in hospitals across Hubei province, whose capital, Wuhan, was the epicenter of the global pandemic. Many residents and netizens from elsewhere, however, remain skeptical of the government’s claim about Wuhan."
2020-04-29,1,"Governments should not use taxpayer cash to rescue fossil fuel companies and carbon-intensive industries, but should devote economic rescue packages for the coronavirus crisis to businesses that cut greenhouse gas emissions and create green jobs, the UN secretary general has urged","Taiwan has called on Australia to back its campaign to join the World Health Organisation, despite China's objections, arguing it has much to teach the world about tackling coronavirus.",China infuriated as Netherlands changes its representative office’s name in Taiwan,Coronavirus: Outcry as Spanish beach sprayed with bleach — Authorities in coastal resort Zahara de los Atunes apologise after using tractors to spray more than 2km (1.2 mi) of beach with bleach in attempt to protect children from coronavirus. Beach and dunes are breeding sites for protected birds.,"China's Zijin Mining has warned Papua New Guinea that its failure to renew the lease of a gold mine could damage bilateral relations - PNG said it would not renew a 20-year mining lease, citing environmental damage and social unrest even as gold prices have soared to more than seven-year highs","As a 'green stimulus', Pakistan sets virus-idled to work planting trees",Khashoggi fiancée calls for Premier League to block Newcastle Saudi takeover,The largest Arctic ozone hole ever recorded is now closed,Scientists uncover evidence coronavirus could trigger diabetes in healthy adults,Millennials in North Korea begin wearing makeup in order to rebel against the firm government.,Brazil Justice gives Bolsonaro 48 hours to hand over the results of two Covid-19 tests taken last month but refused to publish.,New antibody test with 99 per cent accuracy approved for use across Europe,"Billionaire miner Andrew Forrest accused of ambushing Australian government after he parachuted one of China’s top diplomats into an official event, blindsiding Health Minister Greg Hunt...by inviting Victorian China Consul-General Zhou Long to speak alongside him.",China's disinformation campaign in Europe creates dilemma for EU leaders,"Kim Jong Un might be MIA because he’s scared of catching coronavirus, South Korea’s Unification Minister said","Russian football player faces punishment from team after he harshly criticizied President Vladimir Putin and other Russian authorities over response to pandemic.“What the president says on television is all nonsense. There are no real actions.""",170 cybersecurity experts warn that British government's contact tracing app could be used to surveil people even after coronavirus has gone,India has scrapped an order for half a million coronavirus testing kits from China after they were allegedly found to have just a five per cent accuracy rate. Some of the 'faulty' kits were already in use in several states but have now been withdrawn by the country's government.,Coronavirus vaccine breakthrough as Queensland scientists raise high levels of antibodies in testing that can neutralise the deadly virus.,"Senior Russian official uncovered as MH17 suspect: Investigators' papers refer to a high-ranking eastern Ukraine commander as Vladimir Ivanovich. The BBC has learnt this could be Colonel General Andrei Burlaka, a senior Russian secret service official.",Coronavirus: Wild animals enjoy freedom of a quieter world,"China has lashed out at Scott Morrison as deserving ‘a slap in the face’ for trying to blame the COVID-19 pandemic on the communist state, warning any push for an independent inquiry into the virus’ origins will spark a travel and trade boycott.",Court Halts Logging In 26 Unburnt Areas Of Victorian Native Forest After Environmentalists Argued There Was A Risk Of “Serious And Irreversible Damage” To Threatened Species After Last Summer's Bushfires.,"Uganda Uses Coronavirus Rules To Raid An LGBTQ Shelter And Jail Residents | The LGBTQ shelter had more than 10 residents, so the group was charged with facilitating the spread of an infectious disease.","Myanmar’s Military May Be Committing War Crimes While the World Is Distracted by Coronavirus, Says U.N. Rights Expert"
2020-04-30,1,Amazon has bought cameras to take temperatures of workers during the coronavirus pandemic from a Chinese firm the United States blacklisted over allegations it helped China detain and monitor Uighurs and other Muslim minorities,"China has refused repeated requests by the World Health Organisation to take part in investigations into the origins of COVID-19, a WHO representative in China has told Sky News",Teenager 'who spat at London bus driver during Covid-19 lockdown' arrested: He tried to pay his fare with a bank card but it would not process. The bus driver was spat at after telling the teenager he could not travel on the bus unless he paid using an alternative option.,"Canada set to ban assault-style weapons, including AR-15 and the gun used in Polytechnique massacre","Japanese city cuts down 800,000 tulips after visitors refuse to stay away from cancelled flower festival","Sweden plans to ask European Union to investigate origin of coronavirus, further straining relations with China",New Study Reveals That 81% of the World Population Is Calling Upon Billionaires to Contribute More to Charity – Especially During COVID-19 Pandemic,"Israel’s Largest Bank, Bank Hapoalim, Admits to Conspiring with U.S. Taxpayers to Hide Assets and Income in Offshore Accounts",Trump Thinks Coronavirus Is a Chinese Plot to Make Him Lose the Election,"Survey Finds Working From Home Has So Many Benefits, 48% of Workers Would Take Pay Cut to Continue",Morocco Has Increased Youth Literacy From 60% to close to 100% within a decade,"Canada's early COVID-19 cases came from the U.S. not China, provincial data shows",Special Report: Trump told Saudis: Cut oil supply or lose U.S. military support - sources,Redacted FBI document hints at Israeli efforts to help Trump in 2016 campaign,Russia Is Coercing Medical Students Into Coronavirus Fight: Students told The Moscow Times they face academic repercussions if they reject a government order to work in coronavirus hospitals. They also reported salaries drastically lower than promised.,"Former Australian foreign minister Alexander Downer says the Chinese ambassador's conduct is almost unprecedented- calls out the coronavirus inquiry warning to Australia as ‘reckless, undiplomatic'.",British doctors warn some Chinese ventilators could kill if used in hospitals,Brazil to deploy troops to protect Amazon as deforestation surges,"“No one” in Puerto Rico has received stimulus checks, says San Juan mayor - The Treasury Department has sent out more than 88 million payments. Not one of them went to Puerto Rico",Billionaire Kerry Stokes has used the front page of The West Australian newspaper to call on the Australian PM to appease China's anger at Australia's push for inquiry into the origins of the coronavirus pandemic - Stokes also mounted a defence of the exotic animal wet markets,"Clean air in Europe during lockdown ‘leads to 11,000 fewer deaths’",Australia to back Taiwan's return to the WHO,"World must prepare for second and third coronavirus wave, WHO warns",Australia rebuffs China boycott threat to press for international inquiry into pandemic origins,Coronavirus: 50 corpses discovered in US trucks after neighbours noticed smell and leaks
